registered_at,Total_Revenue,Sold_Products
2015-04-18T20:37:52Z,6036,1089
2015-04-21T16:41:35Z,11236,946
2012-12-18T04:35:47Z,9284,1119
2016-11-19T15:12:37Z,8570,1078
2011-03-01T06:07:13Z,11139,790
2014-08-26T22:43:19Z,11062,1152
2011-07-08T10:54:18Z,7863,1006
2016-06-03T12:07:30Z,12261,912
2016-06-15T11:18:35Z,11602,1212
2013-06-11T11:37:31Z,7466,811
2016-12-14T17:58:39Z,10571,1044
2016-09-02T09:07:47Z,10283,1031
2015-07-12T20:06:30Z,8903,959
2011-05-19T23:35:31Z,8646,759
2013-11-22T23:07:51Z,11026,1042
2015-08-23T22:59:51Z,9642,1040
2015-12-02T13:40:54Z,9765,877
2016-11-10T15:30:25Z,11068,1003
2014-09-05T14:45:19Z,9091,1120
2015-02-17T20:06:06Z,9023,1225
2015-09-04T07:20:53Z,11212,1063
2011-01-02T03:25:28Z,7561,1130
2012-03-21T00:48:43Z,11265,920
2012-01-17T03:41:17Z,9690,846
2012-12-23T02:48:19Z,7405,890
2012-04-17T07:50:09Z,8840,1001
2013-04-17T01:21:29Z,10558,843
2011-07-23T08:30:33Z,8982,924
2011-03-15T00:51:01Z,10801,845
2014-07-26T19:38:16Z,10763,1104
2016-07-18T23:46:28Z,9650,969
2015-12-05T16:32:48Z,8903,854
2012-12-21T21:31:05Z,9603,970
2012-12-01T15:39:19Z,8643,1039
2011-03-01T22:47:47Z,7239,1125
2013-09-18T16:48:53Z,10815,778
2014-08-09T05:16:39Z,10598,834
2014-10-17T16:05:32Z,10269,865
2014-02-15T16:46:06Z,10754,983
2015-06-18T15:43:51Z,8906,816
2013-10-04T19:42:23Z,10863,909
2014-09-27T09:04:49Z,9339,888
2014-07-25T13:30:08Z,9920,1024
2016-12-22T12:24:12Z,10742,1169
2014-06-11T21:29:08Z,10798,854
2015-06-11T07:28:50Z,9362,875
2016-03-16T17:38:14Z,7472,890
2012-08-07T14:34:11Z,8133,875
2015-05-09T11:58:51Z,11303,1087
2013-11-18T09:06:43Z,10719,1072
2011-07-23T17:41:42Z,7069,938
2015-03-20T18:50:21Z,9518,1140
2011-07-22T17:42:43Z,9573,1106
2015-01-12T09:21:07Z,10796,997
2012-08-08T13:18:03Z,9597,1127
2015-01-15T00:27:55Z,11745,1031
2012-07-19T02:58:51Z,8895,1236
2014-07-28T05:12:26Z,8097,1024
2015-09-04T07:21:43Z,9343,1130
2013-01-06T01:43:14Z,10642,1060
2014-03-25T17:05:01Z,7915,1020
2011-07-27T05:43:47Z,12161,1064
2014-01-18T13:29:12Z,10050,1044
2011-06-08T17:14:18Z,11642,838
2016-11-19T07:38:00Z,7644,870
2013-08-13T11:04:10Z,10559,1157
2013-12-06T20:41:56Z,10585,964
2015-01-20T04:32:32Z,10255,1014
2013-02-04T05:26:07Z,12549,1089
2013-07-14T20:11:58Z,11915,1029
2011-07-06T01:44:27Z,9588,1004
2015-11-21T08:40:16Z,9649,1005
2012-05-11T10:38:36Z,11546,732
2011-03-02T19:58:05Z,8536,951
2015-03-20T23:42:57Z,8769,695
2012-09-26T21:35:06Z,9489,1214
2011-03-10T21:04:53Z,10474,1244
2015-10-04T20:49:32Z,14504,903
2013-06-16T09:16:54Z,8389,1112
2016-05-24T15:49:51Z,10225,1032
2014-09-04T07:02:54Z,10708,1019
2014-08-19T23:55:40Z,9769,1155
2014-05-23T02:10:19Z,9393,950
2013-11-08T17:48:53Z,8488,1073
2012-04-20T10:38:17Z,10815,1156
2013-03-07T11:55:48Z,7022,1264
2015-03-07T05:13:12Z,11152,936
2013-11-06T01:01:00Z,7604,967
2013-04-03T15:14:57Z,9542,923
2013-05-25T18:09:50Z,9231,964
2016-12-16T01:49:50Z,10080,943
2016-09-06T01:35:14Z,6472,885
2013-03-23T10:23:34Z,10523,1096
2014-12-04T02:09:41Z,8406,975
2011-01-22T04:42:08Z,10057,1043
2011-04-24T03:23:55Z,8545,1028
2015-04-20T13:20:46Z,11965,870
2012-09-12T09:09:55Z,10902,1086
2015-02-10T08:27:59Z,9344,1033
2016-09-21T12:29:04Z,10132,1038
2014-06-12T14:20:13Z,8395,993
2011-05-17T23:29:19Z,10261,1194
2016-09-21T22:11:30Z,11324,1065
2015-07-20T08:38:11Z,9873,994
2014-06-17T09:32:20Z,11110,990
2014-11-10T16:50:38Z,10101,1063
2013-04-18T19:49:29Z,9306,853
2013-06-01T08:32:09Z,11258,863
2013-11-24T00:55:32Z,8120,971
2011-12-04T01:50:59Z,9941,1162
2011-02-07T07:01:42Z,8173,1391
2012-03-13T06:29:38Z,10662,1032
2015-03-25T07:50:48Z,11750,1150
2016-07-16T08:58:07Z,10076,890
2013-06-20T21:55:42Z,9671,962
2015-03-22T00:32:19Z,10736,1045
2014-12-09T03:48:21Z,9663,995
2013-05-22T23:27:19Z,11268,977
2012-10-16T04:57:53Z,11182,1101
2011-08-09T12:25:11Z,10167,1020
2014-02-10T01:08:23Z,9959,1020
2011-01-27T15:36:38Z,9083,1076
2014-11-04T02:40:19Z,10643,975
2014-02-17T10:38:28Z,12101,1018
2014-04-20T08:03:40Z,11022,1009
2011-08-15T16:32:41Z,9936,1024
2015-09-11T13:28:28Z,7429,1024
2012-02-22T02:33:47Z,7928,697
2013-09-10T13:01:52Z,9951,1103
2012-07-23T11:56:25Z,9988,988
2011-08-06T15:28:22Z,9656,1008
2015-04-24T18:02:13Z,10086,857
2012-12-16T23:59:20Z,8801,882
2012-11-04T11:22:53Z,10465,836
2014-08-13T07:58:38Z,8285,974
2013-03-04T10:29:27Z,9612,1011
2016-03-15T15:39:00Z,7299,1184
2015-04-24T08:02:34Z,8872,807
2012-05-24T13:19:25Z,7645,1149
2014-02-04T15:32:11Z,10541,1141
2011-08-26T14:29:40Z,10660,1154
2015-01-06T20:09:17Z,10097,1168
2012-11-05T04:58:45Z,9560,857
2015-04-23T01:06:41Z,9533,1050
2012-07-21T13:38:58Z,8575,959
2014-08-03T08:36:31Z,8857,970
2012-05-18T09:49:09Z,10248,1002
2013-08-06T02:23:23Z,9991,950
2015-11-14T14:36:52Z,11178,867
2013-09-10T08:39:55Z,11064,932
2013-10-02T11:06:03Z,10111,1011
2011-04-07T21:46:48Z,9274,685
2014-01-21T12:09:00Z,9702,928
2016-11-15T11:04:49Z,8395,894
2014-06-07T13:38:02Z,11226,1033
2016-08-04T23:13:08Z,11517,1203
2015-03-04T17:56:59Z,11011,882
2012-01-14T22:29:38Z,9305,972
2014-01-15T22:06:47Z,8691,1018
2016-04-04T14:36:38Z,9227,890
2011-06-13T15:38:50Z,10926,918
2012-09-27T21:40:48Z,11462,822
2011-11-28T11:41:59Z,8089,1253
2013-10-28T12:01:57Z,7512,1038
2013-08-25T07:23:54Z,9841,903
2016-08-23T03:38:45Z,10878,1193
2012-05-16T02:00:59Z,10738,985
2012-11-03T09:10:13Z,10973,1040
2012-12-12T23:30:44Z,12577,825
2014-03-15T09:14:26Z,7790,821
2012-01-04T01:33:14Z,10363,820
2013-02-08T15:40:45Z,11287,929
2015-07-24T16:28:49Z,8433,905
2014-11-19T15:08:38Z,9822,953
2013-03-06T22:15:48Z,8764,998
2016-09-15T00:13:34Z,9764,1017
2014-11-28T23:42:48Z,11055,907
2015-09-11T06:46:13Z,11211,1040
2013-04-25T05:17:33Z,11628,1148
2015-09-12T12:08:52Z,12661,1060
2012-02-25T00:12:19Z,10098,1016
2013-06-08T22:56:19Z,9228,1072
2013-07-29T04:06:05Z,10338,1049
2011-08-15T18:02:05Z,9840,1033
2012-01-08T22:38:37Z,9467,1044
2015-09-21T09:03:43Z,10891,1089
2013-03-04T02:31:21Z,9740,1085
2016-03-05T15:17:11Z,12793,902
2011-04-08T17:33:01Z,8587,961
2012-06-18T21:25:53Z,9043,951
2012-12-06T04:31:19Z,9962,1144
2014-02-25T16:50:48Z,8420,1048
2013-03-05T06:27:44Z,10174,1098
2016-05-25T04:16:09Z,9446,1124
2013-02-21T17:23:15Z,10807,1067
2016-02-10T10:14:19Z,8954,958
2011-03-08T22:52:12Z,10453,920
2016-05-21T03:15:32Z,9843,925
2011-06-12T03:58:58Z,9552,1137
2013-07-20T17:49:48Z,11490,1170
2012-04-10T01:09:27Z,9655,761
2012-01-17T04:39:27Z,9893,1153
2013-01-12T04:05:12Z,10129,855
2014-10-26T23:22:12Z,11832,786
2015-08-01T22:15:22Z,7809,983
2016-05-23T21:48:13Z,9910,1062
2016-11-06T08:22:58Z,12120,869
2015-01-20T07:18:09Z,8457,913
2015-06-12T07:50:10Z,9825,947
2016-02-05T14:06:23Z,9890,785
2012-11-10T10:34:56Z,11583,1009
2015-05-04T04:18:39Z,7463,863
2015-09-13T03:29:41Z,9678,1135
2014-01-26T06:32:08Z,9080,1212
2012-02-25T05:39:31Z,9295,903
2014-01-12T00:33:27Z,10293,1175
2013-03-15T16:40:27Z,9077,925
2014-01-05T09:49:38Z,8046,986
2014-03-28T16:54:39Z,11020,1030
2011-09-08T03:30:21Z,11666,973
2011-09-09T11:37:00Z,9286,1056
2014-04-25T20:21:11Z,10241,979
2011-06-28T05:29:29Z,9868,1150
2014-03-25T13:49:59Z,9942,925
2016-04-16T09:27:28Z,9538,1014
2015-08-25T16:56:14Z,10225,950
2013-05-22T17:37:52Z,8334,883
2012-05-22T21:33:04Z,8765,1193
2014-09-11T18:10:08Z,10180,816
2011-01-18T21:59:04Z,11161,1134
2014-04-18T23:31:02Z,8462,923
2015-08-23T09:43:14Z,10087,1086
2013-01-24T21:27:30Z,10501,1173
2015-05-10T02:40:26Z,11616,792
2014-04-13T13:14:02Z,12078,1301
2014-11-26T22:00:58Z,9929,1012
2011-07-04T08:32:45Z,8224,1018
2012-09-17T22:28:12Z,9377,852
2015-02-06T07:37:58Z,10244,1019
2012-08-15T11:53:33Z,10452,992
2015-05-22T17:35:52Z,10463,958
2016-07-13T10:03:33Z,10401,1063
2012-07-18T11:59:38Z,8877,981
2013-02-16T06:45:37Z,8969,988
2013-03-14T05:37:21Z,9917,981
2014-09-03T07:58:06Z,11499,1003
2014-02-22T05:39:31Z,7634,910
2012-04-14T09:11:52Z,11722,1000
2012-06-02T14:33:26Z,12765,1337
2014-01-27T16:39:20Z,9406,886
2016-11-17T00:53:59Z,9637,1040
2015-04-16T08:57:27Z,11160,984
2016-11-24T15:28:18Z,10846,918
2016-07-09T21:22:05Z,9515,1141
2016-01-14T18:18:07Z,10964,1194
2011-09-16T02:46:17Z,6739,980
2015-09-11T19:35:32Z,8113,1101
2013-01-28T15:26:38Z,8296,808
2011-01-16T04:09:05Z,10630,940
2011-11-22T00:27:22Z,7434,959
2015-12-10T16:05:04Z,10544,916
2011-07-14T21:07:10Z,9590,1056
2016-03-03T22:32:29Z,9020,998
2013-05-25T07:34:45Z,12581,1024
2013-06-15T06:50:43Z,11225,936
2013-06-28T02:22:00Z,9663,866
2014-05-08T08:53:22Z,8962,1115
2011-09-04T11:32:18Z,9518,697
2016-10-28T01:21:00Z,9111,1086
2013-01-04T12:26:15Z,8385,801
2013-09-23T20:04:47Z,9903,1116
2013-08-01T14:22:44Z,8812,754
2011-12-19T11:58:33Z,10124,712
2013-10-06T20:15:18Z,10423,927
2014-12-09T21:01:51Z,12507,1051
2015-10-21T11:42:13Z,11382,981
2011-04-06T14:20:30Z,8780,1078
2014-12-16T18:23:49Z,11454,1099
2016-04-02T08:08:15Z,11540,929
2013-12-19T04:47:57Z,7513,810
2014-12-22T21:46:18Z,9665,790
2014-03-19T07:17:08Z,9959,909
2014-06-18T16:33:13Z,8758,1019
2014-02-09T19:16:26Z,9034,696
2015-06-19T09:08:29Z,9157,877
2016-03-21T18:16:35Z,11793,1003
2016-05-08T22:53:44Z,9728,1120
2011-12-10T11:11:53Z,10211,984
2011-10-13T11:56:29Z,8698,866
2012-04-08T14:29:33Z,9835,1028
2016-05-01T09:34:28Z,8559,951
2013-01-28T20:10:11Z,8032,1147
2014-04-23T04:15:08Z,11284,1038
2014-01-26T23:39:49Z,9301,865
2014-02-25T09:23:40Z,11511,1137
2014-02-11T02:22:34Z,10804,983
2015-12-26T07:27:53Z,10873,1069
2016-09-28T09:30:18Z,11689,919
2012-12-17T14:50:25Z,8686,1040
2016-06-01T04:33:19Z,10060,995
2016-08-12T06:21:33Z,11419,816
2015-07-16T12:23:55Z,10148,1200
2013-04-13T03:57:26Z,9395,886
2011-02-10T19:31:51Z,9183,961
2016-02-26T03:27:42Z,7610,905
2015-09-27T15:47:02Z,9140,817
2012-11-02T11:13:27Z,11982,1192
2011-05-03T01:08:29Z,12322,979
2011-01-01T04:58:06Z,8862,881
2013-06-03T06:07:10Z,11231,1074
2013-05-17T18:39:24Z,8451,731
2012-07-28T15:02:09Z,10223,814
2015-11-14T09:20:33Z,10104,824
2014-09-08T04:23:11Z,10610,943
2013-10-14T05:25:28Z,9852,909
2013-10-06T03:12:53Z,11795,886
2015-09-18T19:46:02Z,11146,1033
2011-11-26T02:30:03Z,11792,1112
2011-02-25T06:29:53Z,9233,945
2015-07-12T16:39:04Z,9510,978
2015-12-25T11:07:14Z,9947,1195
2012-02-03T15:38:06Z,8985,1149
2011-03-08T17:42:28Z,9202,797
2014-12-04T11:39:55Z,7741,1065
2013-10-03T01:19:21Z,8516,781
2015-01-01T10:26:35Z,10347,703
2016-03-15T15:40:12Z,10423,1038
2012-07-15T16:25:44Z,9873,837
2016-10-13T03:03:23Z,8186,966
2014-05-15T07:08:59Z,9442,1087
2012-08-07T18:10:19Z,9150,971
2014-08-05T11:49:28Z,9981,1101
2015-07-20T15:15:43Z,12147,1039
2012-06-20T12:35:47Z,11018,1051
2013-07-20T18:22:16Z,10179,950
2016-04-25T06:53:11Z,9941,1242
2014-03-02T00:28:37Z,9257,1262
2013-09-06T12:48:11Z,8928,1071
2015-10-03T06:08:31Z,7424,985
2013-05-09T21:49:32Z,9062,1013
2014-05-07T05:52:52Z,9912,1130
2012-02-23T04:40:20Z,9398,1133
2013-02-10T15:47:47Z,10211,932
2014-11-03T15:59:05Z,10736,950
2016-04-10T13:38:55Z,12278,1093
2011-09-21T11:41:22Z,8246,930
2014-05-18T14:59:23Z,9221,1225
2012-03-08T13:29:49Z,10200,1134
2016-11-02T06:43:33Z,11142,935
2011-09-25T04:26:27Z,10877,1067
2012-02-19T04:18:51Z,11434,912
2012-03-18T20:32:48Z,10530,943
2016-12-17T17:27:04Z,11076,1070
2015-12-26T22:50:03Z,11343,1068
2011-12-16T19:56:03Z,10859,1029
2013-08-04T07:48:11Z,10968,1144
2011-02-24T12:02:30Z,11403,782
2016-07-16T18:31:47Z,10650,1015
2011-01-24T20:34:59Z,9081,807
2016-01-17T06:52:39Z,10774,968
2015-04-14T14:15:10Z,9752,1188
2012-08-21T17:42:32Z,9332,1053
2014-12-09T00:28:12Z,12450,992
2016-03-12T01:22:37Z,10240,991
2011-09-21T22:00:46Z,8558,1221
2011-09-07T00:21:59Z,10227,834
2015-04-02T11:07:04Z,10045,1128
2011-06-05T07:08:13Z,8209,936
2015-06-04T06:12:05Z,12155,970
2014-09-11T05:51:17Z,10441,984
2011-10-05T00:56:52Z,6464,1092
2015-04-22T16:25:10Z,9649,854
2013-10-21T07:01:02Z,11117,1302
2013-12-14T19:38:02Z,10553,931
2011-12-28T08:47:13Z,8928,989
2014-05-28T12:43:21Z,9785,1153
2013-12-26T08:53:05Z,10242,973
2012-07-07T10:32:13Z,9983,1236
2016-05-13T16:19:19Z,10547,744
2014-06-22T20:49:28Z,8867,989
2014-01-24T10:10:54Z,11874,897
2011-02-14T13:09:57Z,10953,754
2015-05-01T16:35:10Z,6961,783
2014-10-07T13:12:52Z,9835,901
2013-12-10T14:52:36Z,9574,971
2016-12-03T01:48:19Z,7834,1085
2016-09-01T13:35:42Z,8238,1368
2016-03-05T04:18:10Z,8755,1057
2013-08-19T20:15:45Z,9107,690
2014-02-08T11:45:55Z,10043,1121
2013-11-26T12:07:04Z,9376,734
2015-01-06T12:14:51Z,10966,869
2013-06-22T05:09:40Z,9019,1207
2011-01-16T16:34:58Z,9094,1091
2012-02-25T05:11:08Z,9356,1065
2014-01-20T06:38:13Z,10081,957
2011-09-17T05:23:33Z,8927,1002
2012-07-08T02:08:10Z,11499,991
2015-10-26T00:10:53Z,8349,892
2016-10-16T23:48:34Z,9270,1076
2011-06-02T16:13:29Z,8873,1076
2013-11-07T21:00:28Z,10396,1161
2014-09-21T20:43:49Z,10685,1092
2015-12-15T06:35:20Z,9252,864
2016-07-18T11:57:27Z,11041,1089
2012-09-23T14:31:15Z,9369,1026
2016-07-13T11:51:26Z,10228,1127
2011-06-26T15:05:41Z,9768,914
2016-10-10T18:20:46Z,8529,785
2011-07-22T10:12:20Z,8799,664
2011-12-12T05:07:20Z,10629,909
2014-07-15T14:04:12Z,10603,985
2016-10-07T23:40:25Z,8733,770
2016-12-05T08:43:53Z,10166,919
2013-09-14T03:02:45Z,8200,911
2016-05-22T21:54:59Z,10228,1053
2015-07-03T20:47:21Z,9741,766
2013-11-19T18:31:07Z,11705,1095
2014-02-22T11:40:24Z,10643,1023
2016-10-11T15:01:55Z,9210,1114
2014-04-24T12:01:36Z,11733,1004
2011-04-06T23:36:03Z,10340,1021
2016-11-26T18:26:43Z,8444,1024
2015-02-17T18:50:17Z,10104,799
2013-01-12T16:26:41Z,11785,1061
2013-05-18T23:17:04Z,11786,1132
2015-08-01T06:52:00Z,11281,1137
2013-11-04T10:06:15Z,9755,976
2014-11-23T07:59:44Z,11729,1125
2012-07-06T10:41:50Z,9661,868
2013-07-16T16:13:00Z,10281,1104
2014-04-11T19:00:47Z,10903,949
2015-09-11T21:19:04Z,8802,1118
2012-02-12T06:58:24Z,9810,1085
2012-02-09T04:14:43Z,11847,900
2015-11-01T05:30:25Z,9069,1002
2015-08-26T12:39:57Z,11225,1190
2014-07-11T17:31:41Z,10652,865
2014-04-11T14:35:12Z,10616,1041
2011-12-21T13:03:44Z,9867,924
2013-07-05T11:29:34Z,10975,930
2012-01-27T02:21:10Z,8976,1111
2011-12-10T18:44:50Z,10023,1136
2012-12-28T04:20:08Z,11052,1306
2011-10-04T17:27:53Z,10411,1003
2013-01-08T12:08:54Z,8593,916
2014-07-15T12:26:48Z,8198,668
2014-09-27T20:45:21Z,9968,955
2015-05-15T03:15:37Z,8466,886
2015-03-01T01:40:44Z,7445,782
2013-03-02T05:49:27Z,10944,832
2011-10-22T00:04:29Z,9621,1196
2012-02-17T22:08:47Z,9845,1079
2015-12-06T23:37:29Z,8699,1000
2014-02-24T13:28:34Z,9320,954
2013-06-24T23:52:56Z,11085,982
2013-08-03T05:42:56Z,9095,1077
2011-09-18T06:43:24Z,9442,1062
2015-05-15T09:44:38Z,10715,886
2014-05-23T01:36:14Z,11942,913
2013-10-04T12:16:08Z,9935,1178
2014-02-10T15:28:49Z,10204,976
2015-06-25T00:58:55Z,9634,978
2011-05-21T20:13:17Z,8663,1185
2012-07-06T12:44:23Z,10030,1076
2015-05-07T07:53:51Z,8702,1081
2011-09-12T14:12:26Z,10152,1111
2014-11-14T09:49:16Z,7955,877
2013-08-07T12:42:59Z,9554,808
2012-10-20T15:42:28Z,11650,1034
2016-09-26T22:58:55Z,9326,977
2012-01-09T12:03:45Z,7366,973
2012-06-19T12:05:47Z,6725,794
2011-05-03T18:05:29Z,14140,1033
2016-08-03T05:14:14Z,7801,1005
2016-10-27T22:01:30Z,8939,953
2014-08-03T11:36:00Z,11136,1030
2014-11-20T09:21:35Z,9502,772
2015-03-19T01:29:40Z,7843,1226
2012-06-23T23:19:52Z,9578,957
2014-06-16T14:14:54Z,9032,888
2016-04-24T10:14:51Z,12345,874
2012-03-03T07:47:15Z,9167,666
2013-12-24T07:07:45Z,9486,1136
2015-04-08T14:06:19Z,8666,824
2015-05-12T10:51:38Z,10276,670
2014-06-17T06:08:16Z,11578,928
2015-10-22T15:04:31Z,9201,888
2014-08-15T06:40:57Z,10997,981
2016-02-15T00:05:46Z,9762,1178
2013-10-02T03:08:15Z,13109,956
2015-11-15T02:18:51Z,9510,1011
2015-06-06T20:09:19Z,12661,905
2014-07-10T13:53:10Z,9511,834
2016-04-13T07:16:56Z,9409,711
2013-04-13T13:32:02Z,8073,885
2015-08-17T11:35:23Z,11529,975
2016-12-11T04:26:31Z,9381,1058
2012-11-13T22:53:13Z,9328,1226
2012-03-27T09:32:32Z,9978,1274
2013-08-19T04:07:48Z,9495,939
2016-05-29T06:56:13Z,9842,963
2013-04-06T20:09:26Z,10758,1061
2015-11-02T18:58:06Z,10567,1025
2013-05-14T06:03:22Z,12174,809
2012-08-23T10:06:15Z,10307,1105
2013-01-12T05:31:20Z,7770,1053
2011-07-11T04:05:16Z,7945,929
2011-06-28T01:02:46Z,7854,794
2013-10-01T22:30:06Z,10804,1176
2015-03-12T12:24:21Z,10962,1000
2014-07-17T14:50:20Z,9998,1052
2011-10-21T22:26:10Z,9498,1367
2016-11-20T01:30:07Z,9940,917
2014-09-20T03:10:05Z,10049,1198
2016-04-11T02:51:41Z,11166,997
2016-01-18T13:26:18Z,11209,940
2014-01-15T04:52:29Z,8526,949
2012-09-01T11:52:16Z,9775,1146
2012-09-28T23:39:15Z,11255,1100
2015-10-16T22:12:41Z,10416,823
2012-03-21T05:29:06Z,9859,1194
2013-09-12T18:52:17Z,8332,1009
2014-10-19T17:33:21Z,11759,897
2011-03-14T07:53:41Z,8733,991
2014-08-07T08:31:28Z,11568,863
2015-02-10T15:50:25Z,9803,948
2011-06-27T22:34:43Z,9635,821
2015-10-21T00:17:52Z,11526,924
2012-03-16T05:08:32Z,9821,1043
2013-05-22T16:09:46Z,12115,973
2014-06-06T18:42:11Z,9135,964
2012-07-17T09:20:36Z,10792,950
2016-10-18T21:15:28Z,8884,1088
2013-06-21T19:30:49Z,8939,1218
2012-01-26T04:22:29Z,10877,1085
2014-12-09T05:02:52Z,11574,1164
2012-11-04T09:58:34Z,11126,1018
2014-06-06T06:41:48Z,10413,1196
2014-09-09T15:20:20Z,10665,1097
2014-04-05T20:13:42Z,10327,1001
2015-11-20T19:07:01Z,10246,1038
2013-08-11T03:17:55Z,9474,1042
2016-07-10T12:48:11Z,11829,1107
2014-02-14T14:48:02Z,7870,896
2011-01-09T12:51:05Z,10873,979
2011-11-06T09:45:16Z,9193,1223
2012-10-09T16:11:00Z,10472,1223
2014-09-03T18:26:43Z,9603,1000
2014-11-05T06:17:43Z,9597,969
2011-03-20T18:04:04Z,9622,933
2014-04-24T04:40:13Z,12158,857
2015-12-28T20:57:07Z,11131,1043
2012-01-20T20:22:50Z,12927,1001
2014-06-02T04:19:26Z,11476,1125
2011-06-25T14:44:01Z,11840,1079
2015-02-17T01:49:03Z,9509,1025
2015-10-18T05:49:59Z,9554,1191
2013-04-12T08:42:19Z,11902,1035
2012-03-18T02:48:45Z,10726,897
2016-09-03T13:00:40Z,10949,1132
2015-10-05T10:31:40Z,10200,890
2011-01-05T23:31:41Z,10992,958
2015-08-19T14:42:09Z,10792,938
2013-04-14T01:21:05Z,10663,1050
2013-07-06T13:22:40Z,10517,1046
2016-09-22T22:08:24Z,9927,1074
2015-09-02T15:08:11Z,9861,1060
2015-08-29T00:28:29Z,8777,1069
2016-03-27T11:47:24Z,10690,949
2013-09-10T19:03:40Z,7486,894
2015-04-14T12:38:15Z,9032,872
2012-01-26T15:45:03Z,11673,850
2016-02-19T22:16:23Z,8734,1420
2015-02-07T09:08:13Z,11593,1068
2014-09-17T07:33:20Z,11929,1098
2011-08-11T17:37:58Z,11085,886
2013-12-07T13:19:02Z,10467,1022
2012-03-11T00:16:09Z,7425,1199
2015-01-05T01:30:43Z,8693,1122
2011-03-28T07:33:26Z,6908,855
2011-10-26T14:29:51Z,7315,798
2012-07-08T22:15:00Z,9487,776
2013-01-16T08:30:43Z,10403,1063
2013-02-26T03:26:35Z,9900,1300
2016-02-02T16:54:07Z,9281,974
2013-02-12T07:04:21Z,10732,921
2011-01-27T22:44:37Z,8892,1263
2011-02-22T23:25:27Z,10549,990
2014-10-11T14:24:18Z,9791,1063
2015-04-22T06:29:13Z,11417,1149
2016-07-15T09:12:08Z,8600,888
2012-09-28T15:42:56Z,10752,891
2015-12-26T06:27:51Z,10130,897
2014-10-06T03:14:13Z,10841,1063
2016-09-26T21:10:18Z,8640,1089
2013-09-06T05:29:11Z,10579,926
2016-10-11T03:05:11Z,10158,740
2012-08-07T14:44:45Z,12328,1282
2012-10-28T03:54:23Z,8458,1117
2011-07-01T06:09:25Z,11678,963
2014-05-05T00:45:12Z,11687,945
2016-02-10T21:00:37Z,9633,1020
2014-12-27T15:27:46Z,8324,991
2012-01-15T09:34:04Z,8922,807
2015-12-17T09:13:15Z,10973,1078
2013-07-17T03:22:26Z,9373,1287
2016-12-23T09:48:07Z,10031,951
2015-07-04T00:43:00Z,11821,929
2015-03-09T09:28:45Z,10028,980
2011-08-14T22:10:32Z,11525,1215
2013-12-25T13:46:08Z,9180,936
2016-08-01T04:16:49Z,10551,876
2016-01-02T04:11:42Z,10557,1120
2015-09-14T00:41:31Z,10272,1149
2012-01-07T14:34:58Z,9939,1073
2014-09-18T04:24:25Z,10759,1046
2013-02-06T01:26:12Z,9196,1007
2011-02-11T20:03:25Z,7422,832
2013-07-26T07:47:19Z,8376,1004
2011-10-11T18:40:21Z,8715,856
2012-06-07T11:21:19Z,9781,1017
2014-05-24T12:26:26Z,9543,987
2014-06-04T01:49:19Z,10784,978
2014-11-06T16:06:55Z,9836,1132
2014-08-07T22:42:59Z,9372,993
2013-03-04T16:45:51Z,13979,1000
2011-05-02T12:07:49Z,11033,1092
2011-01-24T10:01:34Z,9618,865
2016-03-06T04:11:24Z,8164,1023
2013-01-03T06:09:13Z,8670,1085
2015-09-16T05:54:38Z,10546,1070
2016-11-17T21:04:18Z,6751,1125
2011-06-02T22:27:39Z,9765,826
2012-05-07T17:18:34Z,9060,741
2015-11-14T17:13:50Z,8241,758
2012-11-03T14:06:24Z,7413,1005
2016-01-26T20:04:28Z,10893,976
2013-04-19T05:47:01Z,9829,1121
2013-05-16T08:34:27Z,10854,971
2011-02-01T20:46:08Z,11495,948
2015-08-18T03:46:14Z,9244,1140
2011-12-26T21:55:59Z,10131,1160
2015-11-08T00:23:02Z,10092,1180
2012-11-25T06:12:54Z,9958,913
2016-10-08T03:24:13Z,7523,856
2015-07-24T07:18:53Z,10815,1074
2015-03-15T06:00:09Z,10785,944
2012-10-26T09:25:40Z,9974,1121
2011-09-28T16:00:51Z,10036,1025
2012-10-23T15:10:59Z,10250,718
2016-04-21T17:38:08Z,10508,1069
2014-07-24T21:23:20Z,8629,1101
2016-09-17T05:45:26Z,8772,915
2012-04-06T18:45:39Z,7950,845
2013-10-06T04:14:13Z,9769,962
2013-12-04T23:38:30Z,8402,828
2011-02-23T09:09:35Z,9663,985
2011-10-05T03:24:01Z,8976,1117
2016-01-07T00:45:16Z,11085,970
2012-12-04T00:17:37Z,8090,982
2012-06-08T07:21:02Z,8725,1188
2014-12-08T10:40:13Z,11850,989
2012-12-07T13:17:24Z,9684,930
2014-12-23T09:30:23Z,10633,1205
2012-07-16T10:55:15Z,10825,1088
2015-01-05T05:56:36Z,7273,1077
2013-03-11T19:41:57Z,7287,841
2015-07-01T14:48:32Z,9834,811
2013-07-09T15:42:12Z,9566,1282
2012-07-05T13:48:06Z,10137,839
2015-10-16T18:35:39Z,10703,794
2014-09-04T21:01:27Z,9364,1032
2012-06-05T19:36:07Z,10488,1101
2015-07-11T03:44:14Z,11554,711
2014-03-14T18:35:13Z,8400,1016
2014-09-25T06:19:57Z,10720,1011
2015-07-03T12:17:13Z,8159,1061
2013-03-17T22:30:35Z,9432,1017
2013-09-03T15:21:51Z,11833,1153
2015-01-10T03:23:38Z,10341,942
